"Year","Month","CPC","HS Code","HS Description","Destination","Quantity","Unit","Gross Wt. (Kg)","Net.Wt. (Kg)","FOB Value (ETB)","FOB Value (USD)","Total tax (ETB)","Total tax (USD)"
"2015","01","1000 100","41131000","LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..","Hong Kong","","","9023.56","8731.06","4065607.7","195631.204888846","0.0","0.0"
"2015","01","1000 100","09093100","--NEITHER CRUSHED NOR GROUND","Egypt","","","83140.6","83000.0","4059899.78","195356.547974208","0.0","0.0"
"2015","01","3052 505","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Romania","","","2007.5","1959.0","4043954.88","194589.30228082","0.0","0.0"
"2015","01","1000 100","54075100","Unbleached or bleached woven fabrics, >=85% textured polyester","Kenya","289004.0","M","36344.0","32420.0","4009471.2","192929.997112886","0.0","0.0"
"2015","01","1000 505","54023300","Textured yarn of polyesters, nprs","Algeria","","","108434.93","106072.43","3994861.14","192226.982003657","0.0","0.0"
"2015","01","1000 100","07129090","---Other vegetables","Israel","","","6410.5","5451.35","3880212.58","186710.257915504","0.0","0.0"
"2015","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","United States","","","190350.0","190000.0","3863859.0","185923.347127322","0.0","0.0"
"2015","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Romania","","","240480.0","240000.0","3829222.05","184256.666827062","0.0","0.0"
"2015","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","United Arab Emirates","","","55980.0","55200.0","3791569.93","182444.900875758","0.0","0.0"
"2015","01","1000 100","12074090","--OTHER","United Arab Emirates","","","112184.0","111960.0","3786033.8","182178.510249254","0.0","0.0"
"2015","01","1000 100","07139000","Dried leguminous vegetables, shelled, nes","United Arab Emirates","","","156312.0","156000.0","3780632.85","181918.624290251","0.0","0.0"
"2015","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Canada","","","38896.0","38400.0","3714388.16","178731.024925416","0.0","0.0"
"2015","01","1000 100","07020000","Tomatoes fresh or chilled","Djibouti","","","996820.5","827553.0","3695477.42","177821.067269753","0.0","0.0"
"2015","01","1000 100","12074090","--OTHER","United Kingdom","","","114228.0","114000.0","3691432.4","177626.426715427","0.0","0.0"
"2015","01","1000 100","61033200","MEN'S OR BOYS'JACKETS AND BLAZERS OF COTTON, KNITTED OR CROCHETED","Germany","43802.0","UN","12375.0","11532.0","3586430.97","172573.908670965","0.0","0.0"
"2015","01","1000 100","30023000","-Vaccines for veterinary medicine","Chad","7000000.0","LTR","5648.0","5644.0","3575519.1","172048.845154461","0.0","0.0"
"2015","01","3052 505","52051100","Uncombed single cotton yarn, with >=85% cotton, nprs, <=14mn","China","","","75357.0","73209.0","3506773.7","168740.91521509","0.0","0.0"
"2015","01","1000 100","15219020","---Bee Wax","Germany","","","16200.0","16000.0","3418917.6","164513.40583197","0.0","0.0"
"2015","01","1000 101","52051200","UNCOMBED SINGLE COTTON YARN, WITH >=85% COTTON, NPRS, >14MN BUT <=43MN","China","","","74571.0","72346.0","3381907.72","162732.543547301","0.0","0.0"
"2015","01","1000 100","02042100","Fresh or chilled sheep carcasses and half carcasses (excl. lamb)","United Arab Emirates","","","34082.8","33157.05","3359986.68","161677.734578","0.0","0.0"
"2015","01","3052 505","64059000","-Other","United Kingdom","5229.0","2UN","5138.09","2359.36","3295073.18","158554.190164565","0.0","0.0"
